Date,ticker,name,Close,High,Low,Open,Volume
2015-01-02,AVGO,Broadcom,7.532594680786133,7.692142017758407,7.460347006125812,7.595812024117404,13500000
2015-01-05,AVGO,Broadcom,7.412179946899414,7.587531399973783,7.405406841100157,7.531087894689164,15596000
2015-01-06,AVGO,Broadcom,7.243600368499756,7.4565810281383165,7.163073845737513,7.446797814250616,22194000
2015-01-07,AVGO,Broadcom,7.439269542694092,7.479908875841415,7.264670341402229,7.303804620391172,30907000
2015-01-08,AVGO,Broadcom,7.8110432624816895,7.849425367290398,7.552908212599401,7.565702247535637,33265000
2015-01-09,AVGO,Broadcom,7.894580841064453,7.962313300150817,7.719982362813691,7.862219665633762,23432000
2015-01-12,AVGO,Broadcom,7.763632774353027,7.95027314429215,7.7305194265817345,7.90737586698885,18692000
2015-01-13,AVGO,Broadcom,7.719985485076904,8.081224456012984,7.656015994258885,7.810295227810924,24337000
2015-01-14,AVGO,Broadcom,7.78094482421875,7.788470816196111,7.526572611303186,7.609356369899871,20984000
2015-01-15,AVGO,Broadcom,7.625156879425049,7.942746268413546,7.60483685433789,7.793735143500238,18372000
2015-01-16,AVGO,Broadcom,7.813304901123047,7.820078005849375,7.549148792770292,7.577746984030783,15375000
2015-01-20,AVGO,Broadcom,7.892323970794678,7.920169267412196,7.719982707166434,7.803519314736766,12840000
2015-01-21,AVGO,Broadcom,7.93070650100708,8.043593475553388,7.835128728583869,7.8516850446503605,16451000
2015-01-22,AVGO,Broadcom,7.917159557342529,8.014242375131229,7.640209478261075,7.975860261889881,20639000
2015-01-23,AVGO,Broadcom,8.051118850708008,8.090253132870956,7.8456642282114455,7.9043656514558664,15088000
2015-01-26,AVGO,Broadcom,8.032305717468262,8.057140910858855,7.87351062635856,8.033057885854625,9611000
2015-01-27,AVGO,Broadcom,7.88630485534668,7.975861700291938,7.738045859831837,7.907377054157329,15242000
2015-01-28,AVGO,Broadcom,7.902107238769531,8.153469231522951,7.891571141718443,8.061654466444105,23302000
2015-01-29,AVGO,Broadcom,8.017253875732422,8.022521925399747,7.696654296706942,7.874263648597304,15842000
2015-01-30,AVGO,Broadcom,7.742563247680664,8.032307473141504,7.722996099589401,7.923935631229749,16938000
2015-02-02,AVGO,Broadcom,7.707942008972168,7.788468520413574,7.462600915204247,7.770406432079251,21581000
2015-02-03,AVGO,Broadcom,7.766644477844238,7.805778768572872,7.628169405684144,7.713963977908762,15390000
2015-02-04,AVGO,Broadcom,7.887057304382324,7.92318148518189,7.710200831130217,7.746325011929783,16658000
2015-02-05,AVGO,Broadcom,7.99241828918457,7.993923343627289,7.808035842170311,7.882541419969164,16585000
2015-02-06,AVGO,Broadcom,7.882540225982666,8.060902428209117,7.846416053957614,7.997685127165275,10682000
2015-02-09,AVGO,Broadcom,7.694394111633301,7.853189159168132,7.662785822849418,7.823085924461902,20346000
2015-02-10,AVGO,Broadcom,8.055636405944824,8.087244705558723,7.743314251994234,7.754603238021187,20398000
2015-02-11,AVGO,Broadcom,8.123366355895996,8.150459485682974,8.002201234418933,8.036819635493003,17169000
2015-02-12,AVGO,Broadcom,8.25582218170166,8.281409542622335,8.162501629224877,8.188089707863455,21072000
2015-02-13,AVGO,Broadcom,8.289690017700195,8.293453013385744,8.134657896958592,8.27840103064355,14614000
2015-02-17,AVGO,Broadcom,8.34387493133545,8.379999112948688,8.209915740335992,8.293452372028119,15312000
2015-02-18,AVGO,Broadcom,8.278398513793945,8.322800844578689,8.224965139653168,8.302480817598155,16681000
2015-02-19,AVGO,Broadcom,8.346131324768066,8.3611825858378,8.252058610499207,8.278398855659631,13196000
2015-02-20,AVGO,Broadcom,8.433431625366211,8.440956897657578,8.313017938371493,8.386018462482086,19283000
2015-02-23,AVGO,Broadcom,8.49288558959961,8.521483778691906,8.42590599815604,8.504174575099603,23854000
2015-02-24,AVGO,Broadcom,8.517720222473145,8.549328518529595,8.399565196437965,8.54180324640989,23213000
2015-02-25,AVGO,Broadcom,8.48008918762207,8.571904665135898,8.452243892406017,8.525997285237855,38216000
